year,Base case diesel consumed,Modeled non-residential ashp
2017,5992.2093467,-5028.22656737
2018,5992.2093467,-5028.22656737
2019,5992.2093467,-5028.22656737
2020,5992.2093467,-5028.22656737
2021,5992.2093467,-5028.22656737
2022,5992.2093467,-5028.22656737
2023,5992.2093467,-5028.22656737
2024,5992.2093467,-5028.22656737
2025,5992.2093467,-5028.22656737
2026,5992.2093467,-5028.22656737
2027,5992.2093467,-5028.22656737
2028,5992.2093467,-5028.22656737
2029,5992.2093467,-5028.22656737
2030,5992.2093467,-5028.22656737
2031,5992.2093467,-5028.22656737
