year,Base case cost,Modeled residential energy efficiency
2017,3363269.87775,3553999.80949
2018,3343043.81608,3483276.70916
2019,3595927.98921,3672035.74813
2020,3730943.37271,3769949.93215
2021,3833547.7236,3843882.74059
2022,4008526.82483,3992804.49856
2023,4207971.57579,4172284.37673
2024,4540789.82776,4485415.09193
2025,4867949.81251,4793158.37584
2026,5208467.82566,5112200.78498
2027,5427106.92663,5310784.26696
2028,5605367.74553,5470403.39821
2029,7178328.94388,7022645.84134
2030,8706600.74595,8535086.2216
2031,10048337.4987,9855417.98679
2032,9939552.9061,9726619.50945
2033,9417377.70873,9183492.7618
2034,9017224.95055,8762607.23287
2035,9041869.24328,8770217.4938
2036,9784592.57118,9491468.65164
