year,Base case cost,Modeled non-residential energy efficiency
2017,5847663.22043,5800819.92012
2018,6140330.16423,6072116.34768
2019,6542747.21195,6453089.86314
2020,6734809.89382,6625200.42618
2021,6862851.68173,6734050.64483
2022,6972601.78566,6825134.23424
2023,7036622.67961,6871138.50478
2024,7100643.57357,6917557.65537
2025,7164664.46753,6964381.96222
2026,7246977.04547,7029803.59183
2027,7320143.78142,7086510.77747
2028,7384164.67537,7134494.46312
2029,7466477.25332,7201048.29857
2030,7512206.46329,7231558.66035
2031,7603664.88322,7307924.59512
