year,Base case diesel consumed,Modeled residential energy efficiency
2017,443030.358126,326860.790629
2018,412456.471461,296286.903964
2019,419067.041551,302897.474053
2020,424024.969118,307855.401621
2021,428982.896685,312813.329188
2022,445509.32191,329339.754412
2023,468646.317224,352476.749726
2024,509962.380284,393792.812787
2025,549625.800823,433456.233325
2026,588462.9001,472293.332602
2027,610773.574152,494604.006655
2028,628126.320638,511956.75314
2029,827269.74459,711100.177093
2030,1021455.24098,905285.673478
2031,1180108.92313,1063939.35563
2032,1151187.67899,1035018.11149
2033,1069381.87413,953212.306628
2034,1004928.81575,888759.248253
2035,998318.245661,882148.678164
2036,1073513.48043,957343.912934
