year,annotation,Average Load
2003,,1944.0
2004,,2031.0
2005,,1942.0
2006,,1990.0
2007,,1963.0
2008,,1978.0
2009,,1962.0
2010,,2075.0
2011,,2057.0
2012,,2091.0
2013,,2087.0
2014,,2007.0
2015,,1980.0
2016,start of forecast,2070.0
2017,,2065.0
2018,,2060.0
2019,,2060.0
2020,,2058.0
2021,,2056.0
2022,,2054.0
2023,,2052.0
2024,,2049.0
2025,,2047.0
2026,,2044.0
2027,,2040.0
2028,,2036.0
2029,,2033.0
2030,,2030.0
2031,,2031.0
2032,,2027.0
2033,,2023.0
2034,,2019.0
2035,,2016.0
2036,,2014.0
2037,,2011.0
2038,,2008.0
2039,,2002.0
2040,,2002.0
