year,Base case diesel consumed,Modeled diesel efficiency
2019,1257320.4095,1143018.55409
2020,1256046.52864,1141860.48058
2021,1255040.83322,1140946.21202
2022,1253968.09145,1139970.99222
2023,1252761.25695,1138873.86995
2024,1250951.0052,1137228.18654
2025,1249341.89253,1135765.35685
2026,1247397.54806,1133997.77096
2027,1245117.97178,1131925.42889
2028,1242570.21006,1129609.28187
2029,1240961.09739,1128146.45218
2030,1238949.70656,1126317.91506
2031,1240022.44834,1127293.13485
2032,1237005.36209,1124550.32917
2033,1234524.64673,1122295.13339
2034,1232312.11681,1120283.74256
2035,1230501.86506,1118638.05915
2036,1229093.89148,1117358.08317
2037,1227484.77882,1115895.25347
2038,1225406.34162,1114005.76511
