year,annotation,diesel generation efficiency
2002,,14.72
2003,,15.11
2004,,15.48
2005,,15.21
2006,,15.5
2007,,14.86
2008,,14.99
2009,,15.2
2010,,15.06
2011,,14.82
2012,,15.11
2013,,14.81
2014,,14.68
2015,,14.77
2016,start of forecast,14.92
2017,,14.92
2018,,14.92
2019,,14.92
2020,,14.92
2021,,14.92
2022,,14.92
2023,,14.92
2024,,14.92
2025,,14.92
2026,,14.92
2027,,14.92
2028,,14.92
2029,,14.92
2030,,14.92
2031,,14.92
2032,,14.92
2033,,14.92
2034,,14.92
2035,,14.92
2036,,14.92
2037,,14.92
2038,,14.92
2039,,14.92
2040,,14.92
