year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,1260605.68,13418.85,1054804.86,1025614.07
2018,1257655.64,13377.38,1054804.86,1017914.59
2019,1257320.41,13372.71,1054804.86,1017914.59
2020,1256046.53,13355.15,1054804.86,1014064.85
2021,1255040.83,13340.85,1054804.86,1011498.36
2022,1253968.09,13325.58,1054804.86,1008931.86
2023,1252761.26,13309.08,1054804.86,1006365.37
2024,1250951.01,13284.17,1054804.86,1002515.63
2025,1249341.89,13261.45,1054804.86,998665.89
2026,1247397.55,13234.49,1054804.86,993532.9
2027,1245117.97,13202.58,1054804.86,988399.91
2028,1242570.21,13166.64,1054804.86,981983.68
2029,1240961.1,13144.69,1054804.86,978133.94
2030,1238949.71,13116.44,1054804.86,973000.95
2031,1240022.45,13131.2,1054804.86,975567.45
2032,1237005.36,,,967867.97
2033,1234524.65,,,962734.98
2034,1232312.12,,,957601.99
2035,1230501.87,,,952469.0
2036,1229093.89,,,949902.51
