year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,165355.0,65190.0,100165.0
2004,,212284.0,82909.0,129375.0
2005,,246953.0,82188.0,164765.0
2006,,237475.0,86996.0,150479.0
2007,,232618.0,76934.0,155684.0
2008,,231273.0,70142.0,161131.0
2009,,233755.0,71584.0,162171.0
2010,,236982.0,66434.0,170548.0
2011,,200942.0,65151.0,135791.0
2012,,174562.0,59929.0,114633.0
2013,,153126.0,56858.0,96268.0
2014,start of forecast,179123.0,63559.0,115564.0
2015,,178789.0,63225.0,115564.0
2016,,178605.0,63041.0,115564.0
2017,,178436.0,62872.0,115564.0
2018,,178332.0,62768.0,115564.0
2019,,178293.0,62729.0,115564.0
2020,,178265.0,62701.0,115564.0
2021,,178219.0,62655.0,115564.0
2022,,178124.0,62560.0,115564.0
2023,,177966.0,62402.0,115564.0
2024,,177857.0,62293.0,115564.0
2025,,177794.0,62230.0,115564.0
2026,,177795.0,62231.0,115564.0
2027,,177762.0,62198.0,115564.0
2028,,177701.0,62137.0,115564.0
2029,,177941.0,62377.0,115564.0
2030,,178099.0,62535.0,115564.0
2031,,178172.0,62608.0,115564.0
2032,,178029.0,62465.0,115564.0
2033,,177829.0,62265.0,115564.0
2034,,177646.0,62082.0,115564.0
2035,,177534.0,61970.0,115564.0
2036,,177527.0,61963.0,115564.0
2037,,177606.0,62042.0,115564.0
2038,,177667.0,62103.0,115564.0
2039,,177645.0,62081.0,115564.0
2040,,177570.0,62006.0,115564.0
