year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,39538.8869591,29258.7763497
2018,39538.8869591,29258.7763497
2019,39538.8869591,29258.7763497
2020,39538.8869591,29258.7763497
2021,39538.8869591,29258.7763497
2022,39538.8869591,29258.7763497
2023,39538.8869591,29258.7763497
2024,39538.8869591,29258.7763497
2025,39538.8869591,29258.7763497
2026,39538.8869591,29258.7763497
2027,39538.8869591,29258.7763497
2028,39538.8869591,29258.7763497
2029,39538.8869591,29258.7763497
2030,39538.8869591,29258.7763497
2031,39538.8869591,29258.7763497
