year,Base case cost,Modeled diesel efficiency
2019,90415.8283159,228080.769995
2020,94355.5158242,228243.134657
2021,97113.2970801,227411.17588
2022,99280.1252096,226120.245568
2023,100659.015838,224189.432825
2024,101840.92209,222154.176556
2025,103219.812718,220370.880992
2026,104795.687721,218837.837901
2027,106174.578349,217195.225663
2028,107356.484602,215441.415237
2029,108932.359605,214112.045794
2030,109917.281482,212310.180237
2031,111493.156485,211108.761555
2032,113266.015864,210148.154708
2033,114841.890867,209068.759382
2034,116614.750246,208227.315974
2035,117796.656499,206906.137761
2036,119569.515877,206178.337437
2037,120554.437755,204789.062116
2038,122327.297133,204169.640297
