year,annotation,diesel generation efficiency
2002,,10.34
2003,,10.01
2004,,10.67
2005,,13.12
2006,,13.99
2007,,13.04
2008,,11.2
2009,,12.2
2010,,11.84
2011,,11.45
2012,,9.89
2013,,10.03
2014,start of forecast,10.46
2015,,10.46
2016,,10.46
2017,,10.46
2018,,10.46
2019,,10.46
2020,,10.46
2021,,10.46
2022,,10.46
2023,,10.46
2024,,10.46
2025,,10.46
2026,,10.46
2027,,10.46
2028,,10.46
2029,,10.46
2030,,10.46
2031,,10.46
2032,,10.46
2033,,10.46
2034,,10.46
2035,,10.46
2036,,10.46
2037,,10.46
2038,,10.46
2039,,10.46
2040,,10.46
