year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,207564
2004,,0,0,0,0,0,249083
2005,,0,0,0,0,0,295974
2006,,0,0,0,0,0,272211
2007,,0,0,0,0,0,264939
2008,,0,0,0,0,0,262759
2009,,0,0,0,0,0,256409
2010,,0,0,0,0,0,256677
2011,,0,0,0,0,0,223505
2012,,0,0,0,0,0,203523
2013,,0,0,0,0,0,183417
2014,start of forecast,0,0,0,0,0,207000
2015,,0,0,0,0,0,207000
2016,,0,0,0,0,0,207000
2017,,0,0,0,0,0,207000
2018,,0,0,0,0,0,206000
2019,,0,0,0,0,0,206000
2020,,0,0,0,0,0,206000
2021,,0,0,0,0,0,206000
2022,,0,0,0,0,0,206000
2023,,0,0,0,0,0,206000
2024,,0,0,0,0,0,206000
2025,,0,0,0,0,0,206000
2026,,0,0,0,0,0,206000
2027,,0,0,0,0,0,206000
2028,,0,0,0,0,0,206000
2029,,0,0,0,0,0,206000
2030,,0,0,0,0,0,206000
2031,,0,0,0,0,0,206000
2032,,0,0,0,0,0,206000
2033,,0,0,0,0,0,206000
2034,,0,0,0,0,0,206000
2035,,0,0,0,0,0,206000
2036,,0,0,0,0,0,206000
2037,,0,0,0,0,0,206000
2038,,0,0,0,0,0,206000
2039,,0,0,0,0,0,206000
2040,,0,0,0,0,0,206000
