year,population
2003,98.0
2004,96.0
2005,93.0
2006,89.0
2007,93.0
2008,82.0
2009,81.0
2010,98.0
2011,97.0
2012,97.0
2013,96.0
2014,96.0
2015,96.0
2016,96.0
2017,96.0
2018,96.0
2019,96.0
2020,97.0
2021,97.0
2022,97.0
2023,97.0
2024,97.0
2025,98.0
2026,98.0
2027,98.0
2028,99.0
2029,100.0
2030,100.0
2031,101.0
2032,101.0
2033,102.0
2034,102.0
2035,102.0
2036,103.0
2037,104.0
2038,104.0
2039,105.0
2040,105.0
