year,Base case cost,Modeled water and wastewater efficiency
2017,9931.16283924,12335.4578148
2018,10528.0893576,12612.4872049
2019,11371.8195311,13060.3840374
2020,11788.7049915,13222.0846622
2021,12077.4928918,13298.973081
2022,12312.0452442,13342.4402434
2023,12483.5631186,13345.7966256
2024,12632.09546,13335.9497948
2025,12817.1132232,13353.892724
2026,13037.5447013,13398.3252472
2027,13230.2047806,13426.524188
2028,13397.4509017,13439.5064469
2029,13672.6190413,13529.2352236
2030,13878.9905559,13574.4190069
2031,14147.8693158,13663.8767504
