year,Base case cost,Modeled residential energy efficiency
2017,287317.345044,280580.863904
2018,300533.757637,292301.931964
2019,332545.657931,322379.891159
2020,341893.283648,330655.154143
2021,348089.106349,336014.047288
2022,352988.047995,340217.115669
2023,356399.013336,343060.768809
2024,358990.769356,345143.175764
2025,362391.571469,347992.064159
2026,366384.916352,351382.849113
2027,369790.800079,354248.944616
2028,372413.045785,356382.577949
2029,391670.106958,375078.798932
2030,394163.115837,377134.926315
2031,398372.072152,380764.05709
2032,402575.685212,384394.432307
2033,407082.336912,388328.137266
2034,411706.540223,392365.467844
2035,414678.91516,394894.508834
2036,419297.775216,398937.882641
