year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,1700.18315306,1258.13553326
2018,1700.18315306,1258.13553326
2019,1700.18315306,1258.13553326
2020,1700.18315306,1258.13553326
2021,1700.18315306,1258.13553326
2022,1700.18315306,1258.13553326
2023,1700.18315306,1258.13553326
2024,1700.18315306,1258.13553326
2025,1700.18315306,1258.13553326
2026,1700.18315306,1258.13553326
2027,1700.18315306,1258.13553326
2028,1700.18315306,1258.13553326
2029,1700.18315306,1258.13553326
2030,1700.18315306,1258.13553326
2031,1700.18315306,1258.13553326
