year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,5698.02,7345.72,114303.31,4233.15,15778.38,173014.03
2018,6125.71,7893.93,120675.32,4402.38,16402.57,179858.44
2019,6725.74,8652.38,136520.17,4646.08,17281.06,196025.49
2020,7015.66,9008.59,140885.27,4773.04,17720.31,201008.01
2021,7221.57,9257.39,143934.24,4855.93,17997.73,204154.87
2022,7382.83,9443.17,146210.8,4929.21,18228.91,206777.24
2023,7499.71,9571.72,147786.1,4983.85,18390.74,208612.91
2024,7602.85,9676.22,149066.67,5029.24,18506.33,209924.1
2025,7727.74,9803.94,150631.81,5089.38,18668.15,211759.76
2026,7878.72,9958.61,152527.25,5158.83,18853.1,213857.67
2027,8008.55,10086.75,154097.47,5221.66,19014.93,215693.33
2028,8124.15,10193.74,155408.53,5273.3,19130.52,217004.52
2029,8305.35,10337.63,165264.27,5367.27,19315.46,226405.84
2030,8439.12,10425.96,166402.38,5439.87,19431.05,227760.73
2031,8621.5,10584.36,168443.51,5526.37,19616.0,229928.57
2032,8779.15,10742.36,170479.29,5596.94,19800.94,232096.4
2033,8934.01,10902.84,172547.13,5670.79,20009.01,234535.21
2034,9099.32,11072.44,174732.52,5746.39,20217.07,236974.02
2035,9221.67,11176.94,176079.02,5808.8,20355.78,238599.9
2036,9411.72,11346.13,178259.07,5899.8,20563.84,241038.71
2037,9559.87,11450.63,188400.23,5971.36,20679.43,250212.75
2038,9761.75,11621.48,190709.45,6068.26,20887.5,252730.24
2039,9918.81,11752.93,192486.2,6150.91,21072.44,254968.0
2040,10113.21,11939.12,195002.8,6241.4,21303.63,257765.2
