year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,197907.85,1318.82,1700.18,19761.89
2018,197907.85,1319.35,1700.18,19761.89
2019,197907.85,1321.6,1700.18,20834.62
2020,197984.38,1324.06,1700.18,20834.62
2021,198060.91,1326.29,1700.18,20834.62
2022,198137.44,1329.23,1700.18,20834.62
2023,198213.97,1332.14,1700.18,20834.62
2024,198290.5,1335.88,1700.18,20834.62
2025,198367.03,1340.13,1700.18,20834.62
2026,198443.56,1345.09,1700.18,20834.62
2027,198596.62,1349.89,1700.18,20834.62
2028,198673.15,1355.0,1700.18,20834.62
2029,198902.74,1365.94,1700.18,21907.35
2030,199132.34,1376.18,1700.18,21907.35
2031,199361.93,1384.88,1700.18,21907.35
2032,199438.46,1389.47,1700.18,21907.35
2033,199514.99,1393.16,1700.18,21907.35
2034,199591.52,1397.21,1700.18,21907.35
2035,199744.58,1402.76,1700.18,21907.35
2036,199897.64,1410.32,1700.18,21907.35
2037,200127.23,1419.44,1700.18,22980.07
2038,200280.29,1428.11,1700.18,22980.07
2039,200433.35,1434.86,1700.18,22980.07
2040,200586.42,1440.17,1700.18,22980.07
