year,Base case diesel consumed,Modeled non-residential ashp
2017,18570.4160514,10311.7630866
2018,18570.4160514,10311.7630866
2019,18570.4160514,10311.7630866
2020,18570.4160514,10311.7630866
2021,18570.4160514,10311.7630866
2022,18570.4160514,10311.7630866
2023,19928.9518923,11670.2989276
2024,21287.4877332,13028.8347685
2025,22646.0235741,14387.3706094
2026,22646.0235741,14387.3706094
2027,24004.5594151,15745.9064503
2028,24004.5594151,15745.9064503
2029,30797.2386197,22538.5856549
2030,36231.3819833,27972.7290186
2031,40306.9895061,32048.3365413
