year,Base case cost,Modeled residential energy efficiency
2017,795188.509688,768935.149114
2018,852342.959793,814109.92945
2019,917295.374996,863726.755349
2020,954556.642594,891966.580757
2021,982182.922467,912827.888969
2022,1007227.74975,931802.54021
2023,1026617.44321,946439.183982
2024,1046191.72242,961327.93879
2025,1076672.99434,987189.628979
2026,1099813.18344,1005150.64323
2027,1121631.88195,1022165.04986
2028,1151530.00627,1047944.28641
2029,1175470.06692,1066889.44845
2030,1193139.70793,1080870.74018
2031,1217510.46865,1100362.36728
2032,1253588.09366,1131616.7143
2033,1280264.80227,1153212.69629
2034,1317234.5917,1185467.02227
2035,1339377.68918,1203570.66613
2036,1377147.35017,1236727.68366
