year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,80315.08,754.38,124236.74,93496.16
2018,81458.09,760.37,124236.74,95658.19
2019,82829.69,768.25,124236.74,96739.2
2020,83896.49,773.93,124236.74,97820.21
2021,84963.3,779.69,124236.74,98901.22
2022,85953.9,785.32,124236.74,99982.24
2023,86715.9,789.6,124236.74,101063.25
2024,87706.51,795.06,124236.74,102144.26
2025,89154.31,802.93,124236.74,104306.29
2026,90297.32,809.18,124236.74,105387.3
2027,91440.32,815.56,124236.74,106468.31
2028,92735.73,822.59,124236.74,108630.34
2029,93802.53,828.3,124236.74,109711.35
2030,95021.73,834.88,124236.74,110792.37
2031,96164.74,841.48,124236.74,111873.38
2032,97383.94,,,114035.41
2033,98603.15,,,115116.42
2034,100355.75,,,117278.44
2035,101651.16,,,118359.46
2036,102870.36,,,120521.48
