year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,15724.66,897143.0,897143.0
2004,,15724.66,906539.0,906539.0
2005,,15724.66,1117234.0,1117234.0
2006,,15724.66,1026299.0,1026299.0
2007,,15724.66,1158294.0,1158294.0
2008,,15724.66,1091263.0,1091263.0
2009,,15724.66,1061523.0,1061523.0
2010,,15724.66,1109799.0,1109799.0
2011,,15724.66,1059510.0,1059510.0
2012,,15724.66,1208747.0,1208747.0
2013,,15724.66,1176879.0,1176879.0
2014,,15724.66,903563.0,903563.0
2015,,15724.66,1067311.0,1067311.0
2016,start of forecast,15724.66,1040000.0,1040000.0
2017,,15724.66,1054000.0,1054000.0
2018,,15724.66,1069000.0,1069000.0
2019,,15724.66,1087000.0,1087000.0
2020,,15724.66,1101000.0,1101000.0
2021,,15724.66,1115000.0,1115000.0
2022,,15724.66,1128000.0,1128000.0
2023,,15724.66,1138000.0,1138000.0
2024,,15724.66,1151000.0,1151000.0
2025,,15724.66,1170000.0,1170000.0
2026,,15724.66,1185000.0,1185000.0
2027,,15724.66,1200000.0,1200000.0
2028,,15724.66,1217000.0,1217000.0
2029,,15724.66,1231000.0,1231000.0
2030,,15724.66,1247000.0,1247000.0
2031,,15724.66,1262000.0,1262000.0
2032,,15724.66,1278000.0,1278000.0
2033,,15724.66,1294000.0,1294000.0
2034,,15724.66,1317000.0,1317000.0
2035,,15724.66,1334000.0,1334000.0
2036,,15724.66,1350000.0,1350000.0
2037,,15724.66,1367000.0,1367000.0
2038,,15724.66,1384000.0,1384000.0
2039,,15724.66,1408000.0,1408000.0
2040,,15724.66,1432000.0,1432000.0
