year,Base case diesel consumed,Modeled diesel efficiency
2019,82829.6903028,75299.7184571
2020,83896.4940417,76269.5400379
2021,84963.2977807,77239.3616188
2022,85953.9012526,78139.9102296
2023,86715.9039232,78832.6399302
2024,87706.5073951,79733.188541
2025,89154.3124694,81049.3749722
2026,90297.3164754,82088.4695231
2027,91440.3204814,83127.564074
2028,92735.7250216,84305.2045651
2029,93802.5287605,85275.026146
2030,95021.7330336,86383.3936669
2031,96164.7370396,87422.4882179
2032,97383.9413127,88530.8557389
2033,98603.1455858,89639.2232598
2034,100355.751728,91232.5015713
2035,101651.156269,92410.1420623
2036,102870.360542,93518.5095833
2037,104165.765082,94696.1500743
2038,105461.169622,95873.7905654
