year,Base case cost,Modeled diesel efficiency
2019,255115.446133,457579.172931
2020,274341.535516,469768.622567
2021,288025.579476,477043.805655
2022,299979.115371,482866.850925
2023,307841.458927,485088.844637
2024,316620.491696,488259.63571
2025,327196.326763,493176.621264
2026,338614.936783,498969.861419
2027,349302.024239,504205.596235
2028,358887.255834,508544.639178
2029,370519.988604,514847.58132
2030,379136.714804,518508.830632
2031,391390.479751,525574.263262
2032,404143.356448,533188.926541
2033,418077.337284,541970.57538
2034,433536.847467,552230.138013
2035,445232.064456,559156.550378
2036,458801.808016,567873.927874
2037,470829.25817,575274.034994
2038,485121.380261,584815.761473
