year,Base case diesel consumed,Modeled non-residential ashp
2017,117676.581448,72272.8668308
2018,119634.377115,74230.6624983
2019,122571.070616,77167.3559996
2020,124528.866284,79125.1516671
2021,128444.457619,83040.7430022
2022,131381.15112,85977.4365035
2023,133338.946788,87935.232171
2024,136275.640289,90871.9256723
2025,138233.435957,92829.7213398
2026,141170.129458,95766.4148411
2027,143127.925125,97724.2105086
2028,146064.618627,100660.90401
2029,149001.312128,103597.597511
2030,151938.005629,106534.291012
2031,153895.801297,108492.08668
