year,Base case cost,Modeled solar power (pv)
2016,880636.790306,927688.819012
2017,1079022.00131,1123281.99606
2018,1233859.23917,1276003.25721
2019,1446760.44122,1485989.33154
2020,1548372.37856,1586319.66642
2021,1616113.67012,1653279.94666
2022,1674177.63432,1710712.5007
2023,1708048.2801,1744299.81951
2024,1741918.92588,1777893.17394
2025,1775789.57166,1811492.48556
2026,1819337.54481,1854643.60151
2027,1858046.85427,1893029.13485
2028,1891917.50005,1926647.42027
2029,1935465.4732,1969820.39843
2030,1959658.79162,1993900.83559
2031,2008045.42845,2041862.46426
2032,2051593.40159,2085056.48857
2033,2099980.03842,2133034.40689
2034,2148366.67525,2181020.5637
2035,2182237.32103,2214682.22052
