year,Base case cost,Modeled water and wastewater efficiency
2017,0.0,5770.51765864
2018,0.0,5770.51765864
2019,0.0,5770.51765864
2020,0.0,5770.51765864
2021,0.0,5770.51765864
2022,0.0,5770.51765864
2023,0.0,5770.51765864
2024,0.0,5770.51765864
2025,0.0,5770.51765864
2026,0.0,5770.51765864
2027,0.0,5770.51765864
2028,0.0,5770.51765864
2029,0.0,5770.51765864
2030,0.0,5770.51765864
2031,0.0,5770.51765864
