year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,69867.7643539,51702.1456219
2018,69867.7643539,51702.1456219
2019,69867.7643539,51702.1456219
2020,69867.7643539,51702.1456219
2021,69867.7643539,51702.1456219
2022,69867.7643539,51702.1456219
2023,69867.7643539,51702.1456219
2024,69867.7643539,51702.1456219
2025,69867.7643539,51702.1456219
2026,69867.7643539,51702.1456219
2027,69867.7643539,51702.1456219
2028,69867.7643539,51702.1456219
2029,69867.7643539,51702.1456219
2030,69867.7643539,51702.1456219
2031,69867.7643539,51702.1456219
