year,Base case cost,Modeled non-residential energy efficiency
2017,151365.902945,229349.362491
2018,178236.935419,254320.299767
2019,215664.444935,289101.248115
2020,232938.680097,305153.993506
2021,245414.516602,316747.642955
2022,255011.313914,325665.834839
2023,261729.072033,331908.569158
2024,267487.15042,337259.484288
2025,274204.908538,343502.218607
2026,281882.346388,350636.772115
2027,288600.104506,356879.506433
2028,294358.182893,362230.421564
2029,301075.941012,368473.155883
2030,305874.339668,372932.251825
2031,314511.457249,380958.62452
