year,Base case diesel consumed,Modeled residential ashp
2017,21130.8939899,10799.3859478
2018,21130.8939899,10799.3859478
2019,21130.8939899,10799.3859478
2020,21130.8939899,10799.3859478
2021,21130.8939899,10799.3859478
2022,21130.8939899,10799.3859478
2023,21130.8939899,10799.3859478
2024,21130.8939899,10799.3859478
2025,21130.8939899,10799.3859478
2026,21130.8939899,10799.3859478
2027,21130.8939899,10799.3859478
2028,21130.8939899,10799.3859478
2029,17334.2435516,7002.73550954
2030,17334.2435516,7002.73550954
2031,17334.2435516,7002.73550954
