year,Base case diesel consumed,Modeled residential energy efficiency
2017,19740.9982761,14200.4556664
2018,18829.6862953,13289.1436857
2019,18829.6862953,13289.1436857
2020,18829.6862953,13289.1436857
2021,18829.6862953,13289.1436857
2022,17918.3743146,12377.831705
2023,17918.3743146,12377.831705
2024,17007.0623339,11466.5197242
2025,17007.0623339,11466.5197242
2026,17007.0623339,11466.5197242
2027,16095.7503532,10555.2077435
2028,16095.7503532,10555.2077435
2029,15184.4383724,9643.89576279
2030,15184.4383724,9643.89576279
2031,15184.4383724,9643.89576279
