year,Base case cost,Modeled residential energy efficiency
2017,15158269.5179,16187492.2017
2018,16356081.8611,17204862.5324
2019,17946445.2509,18572647.2704
2020,18923102.4562,19409495.3229
2021,19586176.466,19959268.6348
2022,20120824.6503,20394594.6096
2023,20552271.3796,20737539.2491
2024,20928481.6852,21032910.0218
2025,21348767.4458,21370614.8758
2026,21855408.7352,21789777.9041
2027,22425110.1872,22276442.8625
2028,22817733.267,22593563.906
2029,23309802.7795,23005141.3273
2030,23712419.6315,23337864.4983
2031,24257152.5044,23801408.2229
