year,Base case diesel consumed,Modeled residential ashp
2017,297792.41169,-1565408.22993
2018,301692.304878,-1561508.33674
2019,305083.516346,-1558117.12527
2020,310170.333548,-1553030.30807
2021,313561.545016,-1549639.0966
2022,316613.635337,-1546587.00628
2023,319326.604512,-1543874.03711
2024,322039.573686,-1541161.06793
2025,324922.103434,-1538278.53818
2026,328143.754329,-1535056.88729
2027,332721.88981,-1530478.75181
2028,335434.858985,-1527765.78263
2029,338656.509879,-1524544.13174
2030,341878.160774,-1521322.48084
2031,345269.372242,-1517931.26938
