year,population
2003,5934.0
2004,5938.0
2005,6046.0
2006,5908.0
2007,5747.0
2008,5776.0
2009,5966.0
2010,6080.0
2011,6181.0
2012,6268.0
2013,6348.0
2014,6413.0
2015,6478.0
2016,6550.0
2017,6632.0
2018,6705.0
2019,6771.0
2020,6865.0
2021,6928.0
2022,6986.0
2023,7039.0
2024,7091.0
2025,7146.0
2026,7204.0
2027,7291.0
2028,7343.0
2029,7405.0
2030,7467.0
2031,7528.0
2032,7586.0
2033,7634.0
2034,7682.0
2035,7746.0
2036,7811.0
2037,7884.0
2038,7967.0
2039,8035.0
2040,8103.0
