year,Base case diesel consumed,Modeled residential energy efficiency
2017,1863200.64348,1550841.93337
2018,1887601.14266,1575242.43255
2019,1908818.96804,1596460.25792
2020,1940645.7061,1628286.99599
2021,1961863.53148,1649504.82136
2022,1980959.57431,1668600.8642
2023,1997933.83461,1685575.1245
2024,2014908.09491,1702549.3848
2025,2032943.24648,1720584.53637
2026,2053100.18059,1740741.47048
2027,2081744.24485,1769385.53473
2028,2098718.50515,1786359.79503
2029,2118875.43925,1806516.72914
2030,2139032.37336,1826673.66325
2031,2160250.19874,1847891.48862
