year,Base case diesel consumed,Modeled non-residential ashp
2017,340356.310929,-399548.712089
2018,340356.310929,-399548.712089
2019,340356.310929,-399548.712089
2020,340356.310929,-399548.712089
2021,340356.310929,-399548.712089
2022,340356.310929,-399548.712089
2023,340356.310929,-399548.712089
2024,340356.310929,-399548.712089
2025,340356.310929,-399548.712089
2026,340356.310929,-399548.712089
2027,340356.310929,-399548.712089
2028,340356.310929,-399548.712089
2029,340356.310929,-399548.712089
2030,340356.310929,-399548.712089
2031,340356.310929,-399548.712089
