year,Base case cost,Modeled diesel efficiency
2019,580164.531573,842765.380784
2020,617545.592967,869357.310446
2021,648232.073473,890036.48061
2022,670619.213818,903339.959289
2023,687424.474936,911734.200773
2024,702663.572366,918865.983671
2025,718709.420355,926888.721698
2026,742179.982824,941815.05321
2027,761066.101601,952723.955741
2028,778380.268685,962350.536945
2029,801189.929433,977116.30833
2030,817653.483851,986252.820683
2031,839911.741752,1000793.8942
2032,862677.420182,1015929.7054
2033,888328.161038,1033818.61917
2034,911047.859543,1049170.21329
2035,929217.115544,1060509.32296
2036,954178.894086,1078144.82177
2037,971180.79042,1088662.58812
2038,996885.77255,1107207.99682
