year,Base case diesel consumed,Modeled diesel efficiency
2019,211738.880136,192489.891033
2020,212946.756195,193587.960178
2021,214646.381945,195133.074495
2022,216328.778651,196662.526046
2023,217539.390803,197763.082548
2024,218898.309148,198998.462862
2025,220463.012379,200420.920344
2026,222209.575696,202008.705178
2027,224503.274808,204093.88619
2028,226273.33392,205703.030836
2029,228259.239155,207508.399231
2030,230324.925029,209386.29548
2031,232019.818164,210927.107421
2032,233787.918748,212534.471589
2033,235630.811946,214209.829042
2034,237252.046756,215683.678869
2035,238873.294484,217157.54044
2036,240347.328485,218497.57135
2037,242189.723297,220172.475724
2038,243737.352702,221579.411547
