year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,12195.05,3113008.93,1060099.99,52320.94,873272.46,800315.56
2018,12988.28,3292323.44,1135763.98,54203.51,900880.96,837124.38
2019,14060.62,3543363.75,1229567.22,56729.01,939532.84,882041.24
2020,14610.06,3658125.04,1283357.21,58022.23,957202.28,907799.14
2021,15043.29,3744196.0,1329153.48,59038.8,970454.36,929663.89
2022,15362.91,3801576.64,1360116.73,59787.3,979289.07,944381.45
2023,15612.87,3844612.13,1393338.67,60371.2,985915.11,960216.04
2024,15833.4,3880475.03,1418036.38,60885.28,991436.81,971925.57
2025,16067.97,3916337.93,1449573.4,61430.96,996958.51,986889.15
2026,16406.36,3973718.57,1488629.92,62215.04,1005793.22,1005269.81
2027,16691.76,4009581.47,1527676.47,62875.16,1011314.92,1023706.06
2028,16945.61,4045444.37,1560337.73,63460.13,1016836.62,1039036.38
2029,17279.04,4095652.44,1605229.66,64225.84,1024567.0,1060022.22
2030,17526.26,4124342.76,1636108.7,64792.27,1028984.36,1074449.78
2031,17843.91,4174550.82,1674993.71,65517.22,1036714.74,1092453.11
2032,,,1721420.68,,,1113939.71
2033,,,1763947.26,,,1133452.34
2034,,,1804302.45,,,1151935.27
2035,,,1832362.11,,,1164741.51
2036,,,1876229.14,,,1184691.42
