year,Base case cost,Modeled transmission and interties
2021,801234.670041,
2022,827257.109517,
2023,847460.427439,
2024,865127.828787,
2025,883648.642338,
2026,911240.82965,
2027,932626.98573,
2028,952466.97704,
2029,978832.844917,
2030,997313.125073,
2031,1023114.47331,
2032,1049425.06837,
2033,1079122.7813,
2034,1105385.47326,
2035,1126085.50952,
2036,1155095.62868,
2037,1174122.00421,
2038,1203875.72692,
2039,1230405.93929,
2040,1264588.8566,
