year,Base case diesel consumed,Modeled diesel efficiency
2019,203503.742996,185003.402723
2020,203190.660314,184718.782104
2021,202877.577633,184434.161484
2022,202642.765622,184220.69602
2023,202407.95361,184007.230555
2024,202173.141599,183793.76509
2025,201938.329588,183580.299626
2026,201546.976236,183224.523851
2027,201312.164225,183011.058386
2028,200999.081544,182726.437767
2029,200607.728192,182370.661992
2030,199903.292158,181730.265598
2031,199277.126795,181161.024359
2032,198964.044114,180876.40374
2033,198650.961432,180591.78312
2034,198337.878751,180307.1625
2035,198024.796069,180022.541881
2036,197555.172047,179595.610952
2037,197242.089365,179310.990332
2038,196850.736013,178955.214558
