year,Base case cost,Modeled diesel efficiency
2019,641036.790437,866358.107648
2020,678656.80545,893911.30749
2021,703985.194386,910446.086504
2022,721408.245613,919946.328367
2023,734740.871606,925876.569717
2024,746018.892501,930084.074037
2025,757268.735956,934407.647871
2026,771924.918985,941966.258659
2027,785117.440478,948329.389729
2028,795956.362912,952684.840036
2029,808449.144612,958672.660883
2030,815605.432005,959934.965157
2031,828992.847468,966984.823732
2032,843607.547042,975270.40734
2033,860158.663001,985433.568824
2034,876653.424077,995659.951157
2035,885170.838428,998745.970117
2036,900851.584533,1008453.25928
2037,909286.031973,1011679.59643
2038,925198.459262,1021808.19105
