year,Base case cost,Modeled non-residential energy efficiency
2017,1719321.73443,1829676.4006
2018,1805585.07812,1900381.69768
2019,1924569.00045,2000967.15278
2020,1981086.36355,2045022.68084
2021,2019756.13831,2073046.97531
2022,2046527.52083,2090436.42409
2023,2067349.70724,2102587.50851
2024,2085197.29559,2112196.61625
2025,2103044.88393,2121960.22398
2026,2126841.6684,2137275.08
2027,2147663.85481,2150037.09404
2028,2165511.44316,2160242.81276
2029,2186333.62956,2173289.23306
2030,2201206.61985,2181072.5076
2031,2225003.40432,2197090.34357
