year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,,896573.58,933496.27,,822748.16,655297.25
2018,,952229.28,998937.24,,853355.8,687269.57
2019,,1028995.76,1077988.8,,895573.24,725255.27
2020,,1065459.84,1128135.97,,915626.53,749643.16
2021,,1090408.94,1159996.39,,929347.19,765011.77
2022,,1107681.4,1184807.02,,938846.12,777008.47
2023,,1121115.54,1214529.92,,946234.17,791543.65
2024,,1132630.51,1234240.96,,952566.79,801079.53
2025,,1144145.48,1254107.38,,958899.4,810671.76
2026,,1159498.78,1286609.15,,967342.89,826418.57
2027,,1172932.91,1317575.07,,974730.94,841404.59
2028,,1184447.88,1338101.84,,981063.56,851236.33
2029,,1197882.02,1369676.32,,988451.61,866443.07
2030,,1207477.83,1415545.45,,993728.79,888755.55
2031,,1222831.13,1459125.8,,1002172.28,909684.82
2032,,,1494139.51,,,926342.7
2033,,,1522394.35,,,939588.61
2034,,,1560303.47,,,957500.39
2035,,,1589997.47,,,971617.6
2036,,,1628735.27,,,989829.94
