year,annotation,Electricity price ($/kwh)
2002,,0.48
2003,,0.48
2004,,0.51
2005,,0.54
2006,,0.6
2007,,0.64
2008,,0.73
2009,,0.74
2010,,0.64
2011,,0.72
2012,,0.76
2013,,0.76
2014,,0.49
2015,,0.74
2016,start of forecast,0.58
2017,,0.61
2018,,0.63
2019,,0.66
2020,,0.68
2021,,0.69
2022,,0.7
2023,,0.7
2024,,0.71
2025,,0.71
2026,,0.72
2027,,0.72
2028,,0.73
2029,,0.73
2030,,0.74
2031,,0.74
2032,,0.75
2033,,0.76
2034,,0.76
2035,,0.77
2036,,0.77
2037,,0.78
2038,,0.79
2039,,0.79
2040,,0.8
