year,annotation,Average Load
2003,,237.0
2004,,239.0
2005,,253.0
2006,,254.0
2007,,251.0
2008,,248.0
2009,,249.0
2010,,264.0
2011,,255.0
2012,,270.0
2013,,250.0
2014,,254.0
2015,,268.0
2016,start of forecast,255.0
2017,,255.0
2018,,254.0
2019,,254.0
2020,,254.0
2021,,253.0
2022,,253.0
2023,,253.0
2024,,252.0
2025,,252.0
2026,,252.0
2027,,251.0
2028,,251.0
2029,,250.0
2030,,250.0
2031,,249.0
2032,,248.0
2033,,248.0
2034,,248.0
2035,,247.0
2036,,247.0
2037,,246.0
2038,,246.0
2039,,245.0
2040,,245.0
