year,Base case cost,Modeled residential energy efficiency
2017,1588793.51779,1550718.18581
2018,1686206.80817,1632617.24118
2019,1803244.07099,1729881.93879
2020,1877779.12964,1793047.08581
2021,1925008.15448,1831370.81039
2022,1961815.49171,1860943.89308
2023,2006073.57247,1898845.24903
2024,2035320.48741,1922215.22632
2025,2064779.13484,1945879.02798
2026,2113027.72085,1987621.48594
2027,2158979.6615,2027541.31255
2028,2189338.172,2052339.88811
2029,2236119.39822,2093240.11644
2030,2304300.9946,2156405.07733
2031,2368810.62022,2214782.09561
2032,2420482.21477,2260390.61737
2033,2461982.95545,2295500.46501
2034,2517803.85461,2344996.78443
2035,2561615.07252,2384131.08193
2036,2618565.21161,2434884.64166
