year,Base case cost,Modeled biomass for heat (cordwood)
2017,895755.793747,1069849.09973
2018,951498.433747,1108154.81277
2019,1028384.83375,1162171.88869
2020,1064905.87375,1186392.96951
2021,1089893.95375,1202147.29999
2022,1107193.39375,1212277.4523
2023,1120648.51375,1219626.03465
2024,1132181.47375,1225613.63587
2025,1143714.43375,1231660.8791
2026,1159091.71375,1240610.47563
2027,1172546.83375,1248194.89667
2028,1184079.79375,1254412.80909
2029,1197534.91375,1262107.02018
2030,1207145.71375,1267010.09489
2031,1222522.99375,1276231.06451
2032,,
2033,,
2034,,
2035,,
2036,,
