year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,13833.83,229799.95,97671.22,14425.06,131573.3,51452.7
2018,15448.26,256668.79,106085.82,14433.82,131680.4,51494.58
2019,17688.53,293938.47,117757.69,14447.64,131828.95,51552.68
2020,18780.95,312139.94,123457.9,14453.27,131901.5,51581.05
2021,19508.17,324274.26,127258.04,14456.34,131949.87,51599.96
2022,20079.2,333808.37,130243.87,14458.6,131987.87,51614.83
2023,20493.82,340742.26,127969.74,14459.82,132015.51,50061.22
2024,20804.37,345942.68,129543.7,14460.48,132036.24,50069.08
2025,21219.12,352876.58,131642.3,14461.91,132063.88,50079.56
2026,21685.97,360677.21,134003.23,14463.78,132094.97,50091.35
2027,22100.59,367611.1,136101.84,14465.24,132122.61,50101.83
2028,22410.91,372811.52,137675.79,14465.95,132143.34,50109.69
2029,22879.28,380612.15,140036.72,14468.99,132174.43,50121.48
2030,23139.42,384945.84,141348.35,14470.64,132191.71,50128.03
2031,23659.38,393613.21,143971.61,14473.76,132226.26,50141.14
2032,,,146332.54,,,50152.93
2033,,,148955.79,,,50166.03
2034,,,151579.05,,,50179.13
2035,,,153415.33,,,50188.3
2036,,,156038.58,,,50201.4
