year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,86674.0,64088.1120922
2018,86674.0,64088.1120922
2019,86674.0,64088.1120922
2020,86674.0,64088.1120922
2021,86674.0,64088.1120922
2022,86674.0,64088.1120922
2023,86674.0,64088.1120922
2024,86674.0,64088.1120922
2025,86674.0,64088.1120922
2026,86674.0,64088.1120922
2027,86674.0,64088.1120922
2028,86674.0,64088.1120922
2029,86674.0,64088.1120922
2030,86674.0,64088.1120922
2031,86674.0,64088.1120922
2032,,
2033,,
2034,,
2035,,
2036,,
