year,Base case cost,Modeled residential energy efficiency
2017,149123.922666,155208.61764
2018,157580.404921,160518.351388
2019,169310.364178,168205.773207
2020,175038.948932,171585.803996
2021,178858.005434,173607.131941
2022,181858.692686,175055.774908
2023,178030.963676,169921.284245
2024,179612.777817,170365.04467
2025,181721.863339,171199.671529
2026,184094.584551,172237.337527
2027,186203.670073,173102.770918
2028,187785.484215,173608.161738
2029,190158.205427,174690.427754
2030,191476.383878,175037.056163
2031,194112.740781,176334.793786
2032,196485.461993,177458.59681
2033,199121.818895,178783.054842
2034,201758.175798,180120.40524
2035,203603.625629,180907.986151
2036,206239.982532,182270.22187
