year,Base case diesel consumed,Modeled residential ashp
2017,43903.8476784,16759.9750488
2018,43903.8476784,16759.9750488
2019,43903.8476784,16759.9750488
2020,43903.8476784,16759.9750488
2021,43903.8476784,16759.9750488
2022,43903.8476784,16759.9750488
2023,42429.8464209,15285.9737913
2024,42429.8464209,15285.9737913
2025,42429.8464209,15285.9737913
2026,42429.8464209,15285.9737913
2027,42429.8464209,15285.9737913
2028,42429.8464209,15285.9737913
2029,42429.8464209,15285.9737913
2030,42429.8464209,15285.9737913
2031,42429.8464209,15285.9737913
