year,Base case diesel consumed,Modeled residential ashp
2017,13328.8036706,7475.91891206
2018,13328.8036706,7475.91891206
2019,13328.8036706,7475.91891206
2020,13328.8036706,7475.91891206
2021,13328.8036706,7475.91891206
2022,13328.8036706,7475.91891206
2023,13328.8036706,7475.91891206
2024,15298.8343728,9445.94961428
2025,15298.8343728,9445.94961428
2026,15298.8343728,9445.94961428
2027,15298.8343728,9445.94961428
2028,15298.8343728,9445.94961428
2029,15298.8343728,9445.94961428
2030,15298.8343728,9445.94961428
2031,15298.8343728,9445.94961428
