year,Base case cost,Modeled residential energy efficiency
2017,151596.833229,148836.805633
2018,157786.86419,154767.227943
2019,166187.620494,162815.65822
2020,170166.926111,166628.072561
2021,173040.869057,169381.482919
2022,175030.521866,171287.69009
2023,176356.957072,172558.494871
2024,190276.761,186431.940111
2025,191698.302065,187797.850751
2026,193593.690152,189619.064938
2027,195015.231217,190984.975577
2028,196199.848771,192123.234444
2029,197858.313347,193716.796857
2030,199042.930901,194855.055724
2031,200701.395477,196448.618137
2032,216235.475601,211908.52436
2033,218257.6715,213856.546359
2034,220279.867399,215804.568358
2035,221543.739836,217022.082107
2036,223565.935736,218970.104106
