year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,63093.4196034,46689.1305066
2018,63093.4196034,46689.1305066
2019,63093.4196034,46689.1305066
2020,63093.4196034,46689.1305066
2021,63093.4196034,46689.1305066
2022,63093.4196034,46689.1305066
2023,63093.4196034,46689.1305066
2024,63093.4196034,46689.1305066
2025,63093.4196034,46689.1305066
2026,63093.4196034,46689.1305066
2027,63093.4196034,46689.1305066
2028,63093.4196034,46689.1305066
2029,63093.4196034,46689.1305066
2030,63093.4196034,46689.1305066
2031,63093.4196034,46689.1305066
