year,Base case cost,Modeled transmission and interties
2021,203764.294099,
2022,208641.630926,
2023,211893.18881,
2024,214602.820381,
2025,217100.556887,
2026,221420.96598,
2027,224661.272799,
2028,227361.528482,
2029,231141.886437,
2030,233842.14212,
2031,237622.500076,
2032,241942.909168,
2033,246263.31826,
2034,250583.727353,
2035,252404.524761,
2036,256709.932433,
2037,259400.812228,
2038,263706.219899,
2039,266935.275653,
2040,271778.859284,
