year,Base case cost,Modeled residential energy efficiency
2017,306431.681214,312966.493061
2018,333470.409724,332860.946672
2019,371827.675751,361685.036671
2020,390063.097304,374722.092196
2021,402639.2501,383340.707655
2022,403164.081881,380475.671785
2023,409304.694137,384062.36804
2024,414831.245167,387197.828752
2025,421585.918648,391320.105928
2026,419398.528315,386258.364725
2027,425391.676429,389807.019936
2028,430785.509732,392916.621418
2029,427349.962363,386818.542559
2030,432026.509541,389395.092966
2031,428688.898901,383309.041613
2032,436666.406663,388427.058901
2033,432738.939456,381797.480438
2034,441065.072989,387174.87792
2035,434371.686181,378361.519781
2036,441936.294346,383155.028745
