year,Base case cost,Modeled diesel efficiency
2019,810206.191107,1024024.57397
2020,867425.380003,1069304.35847
2021,907018.445021,1098718.3079
2022,939140.195756,1121494.36623
2023,959149.833731,1133410.01141
2024,977577.145057,1144034.24658
2025,999590.865447,1158062.4755
2026,1025944.66057,1176176.48263
2027,1046425.06114,1189088.00864
2028,1065363.97409,1200731.94052
2029,1089858.47972,1217557.03455
2030,1106485.16123,1227357.12306
2031,1133022.36071,1246291.34542
2032,1162012.8719,1267577.50364
2033,1189529.46549,1287642.53794
2034,1220637.66584,1311088.68616
2035,1239890.66803,1323870.67915
2036,1269129.92602,1345841.72875
2037,1288474.25912,1358925.44119
2038,1319820.81088,1383025.77818
