year,Base case diesel consumed,Modeled diesel efficiency
2019,196175.833198,178341.666544
2020,196250.085973,178409.169067
2021,196324.338749,178476.67159
2022,196472.8443,178611.676637
2023,196547.097076,178679.17916
2024,196695.602627,178814.184207
2025,196769.855403,178881.68673
2026,196918.360954,179016.691776
2027,197066.866505,179151.696823
2028,197289.624832,179354.204393
2029,197438.130383,179489.20944
2030,197586.635935,179624.214486
2031,197735.141486,179759.219533
2032,197957.899813,179961.727103
2033,198254.910915,180231.737196
2034,198477.669242,180434.244766
2035,198700.427569,180636.752336
2036,198923.185896,180839.259905
2037,199145.944223,181041.767475
2038,199368.70255,181244.275045
