year,Base case cost,Modeled diesel efficiency
2019,899623.147514,1170593.3348
2020,939638.962245,1206971.3482
2021,967207.820953,1232033.94702
2022,988062.577991,1250992.81706
2023,1002402.66212,1264029.25717
2024,1009976.61969,1270914.67314
2025,1023281.2639,1283009.80425
2026,1036285.31984,1294831.67328
2027,1049231.57034,1306600.99191
2028,1058880.02057,1315372.31031
2029,1069371.70764,1324910.20765
2030,1074086.46371,1329196.34953
2031,1087573.91762,1341457.67127
2032,1098797.56606,1351660.98803
2033,1112855.84868,1364441.24495
2034,1123604.04738,1374212.33468
2035,1130499.51361,1380480.94035
2036,1142799.06577,1391662.3514
2037,1145439.32917,1394062.59085
2038,1156576.99201,1404187.73889
