year,Base case diesel consumed,Modeled residential ashp
2017,109175.886274,27157.0231241
2018,110422.484465,28403.6213146
2019,110422.484465,28403.6213146
2020,110422.484465,28403.6213146
2021,110422.484465,28403.6213146
2022,110422.484465,28403.6213146
2023,110422.484465,28403.6213146
2024,110422.484465,28403.6213146
2025,109175.886274,27157.0231241
2026,109175.886274,27157.0231241
2027,109175.886274,27157.0231241
2028,109175.886274,27157.0231241
2029,107929.288084,25910.4249336
2030,107929.288084,25910.4249336
2031,106682.689893,24663.8267431
