year,Base case cost,Modeled non-residential energy efficiency
2017,106915.344978,484531.355872
2018,194946.442321,562717.910449
2019,310987.434273,665782.005119
2020,363005.809975,711983.151005
2021,399018.531615,743968.559696
2022,427028.426224,768846.099789
2023,447035.493802,786615.771284
2024,459039.734349,797277.57418
2025,479046.801927,815047.245675
2026,499053.869505,832816.91717
2027,519060.937083,850586.588665
2028,535066.591145,864802.325861
2029,555073.658723,882571.997356
2030,567077.89927,893233.800252
2031,591086.380363,914557.406046
