year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,55142.77,3920459.0,3920459.0
2004,,55142.77,4262432.0,4262432.0
2005,,55142.77,4691092.0,4691092.0
2006,,55142.77,4662721.0,4662721.0
2007,,55142.77,3656000.0,3656000.0
2008,,55142.77,3774000.0,3774000.0
2009,,55142.77,3942122.0,3942122.0
2010,,55142.77,3854199.0,3854199.0
2011,,55142.77,3769000.0,3769000.0
2012,,55142.77,4251301.0,4251301.0
2013,,55142.77,4253000.0,4253000.0
2014,start of forecast,55142.77,4106000.0,4106000.0
2015,,55142.77,4121000.0,4121000.0
2016,,55142.77,4135000.0,4135000.0
2017,,55142.77,4148000.0,4148000.0
2018,,55142.77,4157000.0,4157000.0
2019,,55142.77,4164000.0,4164000.0
2020,,55142.77,4168000.0,4168000.0
2021,,55142.77,4170000.0,4170000.0
2022,,55142.77,4169000.0,4169000.0
2023,,55142.77,4166000.0,4166000.0
2024,,55142.77,4160000.0,4160000.0
2025,,55142.77,4153000.0,4153000.0
2026,,55142.77,4145000.0,4145000.0
2027,,55142.77,4137000.0,4137000.0
2028,,55142.77,4128000.0,4128000.0
2029,,55142.77,4111000.0,4111000.0
2030,,55142.77,4095000.0,4095000.0
2031,,55142.77,4079000.0,4079000.0
2032,,55142.77,4066000.0,4066000.0
2033,,55142.77,4053000.0,4053000.0
2034,,55142.77,4039000.0,4039000.0
2035,,55142.77,4022000.0,4022000.0
2036,,55142.77,4004000.0,4004000.0
2037,,55142.77,3983000.0,3983000.0
2038,,55142.77,3962000.0,3962000.0
2039,,55142.77,3942000.0,3942000.0
2040,,55142.77,3922000.0,3922000.0
